item_order,order_area,order_num
order91,48085234.5,113
order396,14835429.0,82
order376,4044327.8,19
order179,20311918.0,65
order194,37849811.5,96
order138,9208017.0,34
order133,13980583.0,40
order231,14329984.5,37
order25,25254129.5,76
order182,43802465.0,143
order137,25116320.0,84
order266,55544463.0,125
order92,16315296.0,59
order401,31810131.0,116
order106,16633518.6,36
order314,23652788.75,80
order394,19659354.0,68
order141,26895617.5,82
order290,2544187.0,12
order104,24753256.0,77
order303,8334930.0,22
order352,46198329.25,150
order93,11713642.5,59
order377,9913420.75,25
order74,23099444.5,64
order380,40054190.0,127
order136,8523426.8,39
order132,26521452.6,126
order374,12540006.5,30
order397,21705858.8,65
order73,23099444.5,64
order204,3282044.0,13
order124,18581676.0,37
order316,16558957.0,35
order375,10363197.55,32
order210,51441444.5,145
order83,2028068.5,12
order393,18141122.0,42
order267,34876766.75,67
order13,23521181.5,67
order147,25545977.0,77
order373,23350071.700000003,64
order221,5373739.5,26
order263,4660516.5,21
order105,16908064.0,39
order142,13338602.0,44
order187,10512131.0,48
order201,17828017.75,60
order42,17070298.0,49
order326,24835273.5,86
order130,16415981.4,46
order378,4625024.0,18
order135,4587877.5,38
order128,19093689.5,45
order144,1039460.0,9
order139,11001634.5,40
order400,17736003.5,72
order391,11476318.0,44
order36,24205916.5,66
order355,7753166.5,45
order262,19569651.0,35
order392,8856640.0,14
order72,5542464.0,48
order131,3247206.0,15
order126,20480411.5,69
order180,34203372.0,82
order224,12963508.0,48
order143,14570424.5,28
order150,5881592.4,17
order67,20575645.0,39
order157,3722793.0,17
order304,9812466.5,26
order321,2696624.5,13
order140,6892311.4,30
order62,5411051.5,33
order149,18899094.5,52
order27,33257190.8,100
order278,7491466.0,11
order354,2960435.0,16
order61,2572955.5,19
order299,10627106.0,29
order395,8640367.5,21
order315,12402427.0,41
order151,625792.0,3
order291,4178502.0,14
order129,9807722.0,27
order114,5488000.0,15
order53,2317908.0,4
order215,1094320.0,9
order236,1612427.0,6
order245,49000.0,1
order158,895104.0,1
order253,6707885.0,21
order239,56567461.0,156
order202,21227492.9,34
order46,25543435.5,63
order60,21828890.0,41
order381,4540954.25,21
order250,16092497.799999999,67
order79,40376452.25,138
order311,8488872.1,32
order252,18778914.0,79
order40,20119513.5,79
order15,23101341.5,58
order3,8642794.5,51
order100,5814865.0,20
order238,25283889.25,75
order160,15401655.5,64
order85,8694555.0,18
order353,13994385.0,30
order75,14084695.5,59
order254,19854293.5,75
order318,21718452.0,88
order148,17721304.0,57
order341,5701827.0,38
order356,16671013.25,52
order399,13071111.0,49
order259,20734177.0,59
order164,25541214.0,59
order84,21170794.5,62
order385,14874066.4,55
order257,15601246.55,50
order247,3550755.0,11
order107,13908298.0,20
order237,24400800.0,67
order357,6306312.0,38
order1,5672406.0,26
order155,28763404.5,110
order225,15476375.5,43
order121,8449212.0,38
order334,25902632.5,83
order45,6065911.5,16
order251,26220187.5,94
order370,4709354.0,28
order256,23289154.0,44
order49,13512730.5,36
order258,4717859.5,31
order26,36033279.25,120
order255,31400240.5,77
order332,11529970.5,46
order317,15191067.5,29
order371,9335307.5,29
order101,8918265.0,32
order398,8013508.5,38
order208,13270610.0,56
order248,11444185.0,34
order320,3957050.0,16
order281,9062194.0,62
order328,50930777.25,154
order17,8251262.5,43
order163,11275730.0,39
order2,9172794.0,51
order280,1824312.0,6
order34,12697879.0,47
order58,21518729.0,50
order162,6177061.5,20
order340,15068899.0,57
order369,12333787.0,41
order249,13902576.5,36
order161,23130010.25,57
order78,15467588.5,39
order166,17309080.0,44
order127,2903645.0,21
order146,6863356.5,21
order109,7968542.0,18
order372,4333839.8,16
order282,8039925.5,36
order203,8983431.5,28
order108,13113874.0,21
order80,4166707.5,19
order57,3856078.0,5
order360,1449482.0,6
order240,3020912.5,13
order82,4119024.0,4
order4,2820532.0,11
order56,1645136.0,3
order319,1517843.0,5
order322,1922808.0,3
order51,874804.0,1
order337,23839252.0,62
order347,2929505.0,34
order226,39110140.5,143
order43,13273690.0,53
order41,51541362.5,173
order305,18344366.0,52
order66,9349656.0,63
order308,24504570.5,76
order323,22896174.5,86
order219,31955190.75,72
order169,6733911.5,35
order366,18124312.25,58
order68,19883586.5,42
order198,10393855.5,55
order342,18783935.1,58
order54,21041922.0,85
order28,27214806.5,96
order300,4261718.0,17
order307,14370456.0,41
order312,4036293.5,25
order52,24406767.5,92
order156,37789240.0,106
order186,21368094.0,59
order110,7983129.5,33
order31,3786510.5,23
order152,22350394.0,78
order191,24442481.5,85
order338,14431730.0,63
order309,23397500.0,69
order125,4098894.0,38
order39,9146202.0,53
order98,2301156.0,6
order87,27486947.0,94
order241,10033596.0,34
order181,26214176.5,68
order167,30615103.0,61
order242,27326403.0,70
order339,5516963.38,25
order65,2828090.0,34
order48,4294630.0,22
order359,1429815.0,15
order361,1503859.0,17
order403,6264211.5,28
order364,5568081.0,27
order261,45830418.75,131
order19,7803240.0,50
order200,23300683.0,52
order349,15550248.0,23
order333,8599403.0,32
order218,44001957.0,91
order324,30759836.5,88
order35,7575161.0,25
order229,14082091.5,28
order310,4910056.0,29
order365,16421044.0,58
order199,17106058.5,56
order183,20889083.5,45
order344,10891476.0,18
order222,31564779.0,62
order63,28308067.0,124
order327,32552526.95,85
order21,4613138.0,26
order368,4394867.0,27
